age,annual_income,num_bank_accounts,num_credit_cards,interest_rate,num_loans,delay_from_due_date_days,num_delayed_payments,credit_card_utilization,credit_history_age_months,outstanding_debt,debt_to_income_ratio,credit_score_class
45,57301.97,3,9,14.55,3,4,2,0.623,235,11515.71,20.1,1
28,121505.88,5,3,12.2,2,5,3,0.5344,42,2160.27,1.78,1
21,135402.74,7,4,21.71,4,1,6,0.5961,11,7503.5,5.54,0
32,73565.35,5,1,8.25,2,4,5,0.6644,323,14421.78,19.6,1
23,137842.32,5,1,33.0,5,1,3,0.2061,230,25994.76,18.86,2
66,65937.94,9,1,15.01,4,2,4,0.3211,38,3704.49,5.62,1
47,145150.59,3,9,11.57,5,7,4,0.7126,94,28490.11,19.63,1
55,27054.09,6,11,19.9,0,1,2,0.1974,339,34893.9,128.98,0
68,107747.6,1,8,13.31,0,9,1,0.3598,45,27631.37,25.64,0
19,81664.9,5,5,21.05,3,2,5,0.6498,174,16686.03,20.43,1
32,67332.59,8,5,15.46,1,3,1,0.8939,303,19971.98,29.66,1
28,100416.1,5,9,8.96,5,14,2,0.1178,23,414.39,0.41,1
25,110020.71,9,3,12.98,5,5,4,0.5149,20,7482.73,6.8,0
43,15589.04,6,3,18.15,0,5,1,0.1237,137,31484.79,201.97,0
68,37538.67,8,7,5.91,5,6,5,0.3912,295,956.18,2.55,2
62,111261.22,8,9,28.12,1,12,3,0.2078,323,31686.86,28.48,2
61,104962.03,3,6,23.65,7,1,4,0.6345,299,4141.19,3.95,1
22,145416.41,7,2,23.04,2,4,2,0.732,214,4830.98,3.32,2
23,117740.1,7,1,21.38,2,2,3,0.2726,332,6302.18,5.35,2
43,143354.32,6,2,22.71,1,0,2,0.6916,284,28018.61,19.55,2
21,109842.97,7,1,33.04,5,0,2,0.4521,281,16840.89,15.33,2
36,55237.05,2,10,5.26,5,1,5,0.3052,314,5252.84,9.51,2
37,29224.26,9,10,6.43,5,4,1,0.5211,282,24100.7,82.47,1
50,120546.22,1,9,10.74,6,10,2,0.3917,81,32935.96,27.32,1
37,101960.14,1,10,10.02,3,7,4,0.257,303,20121.31,19.73,2
66,21505.11,3,8,10.44,4,4,3,0.7312,318,3634.76,16.9,1
29,63606.81,3,7,25.16,1,0,1,0.7678,352,2105.32,3.31,2
64,144167.98,1,3,18.78,1,1,2,0.7703,117,27896.36,19.35,1
18,82554.15,7,8,34.75,6,2,2,0.3939,271,21987.71,26.63,2
43,73418.43,4,2,11.81,1,4,0,0.2026,77,32308.48,44.01,1
31,76789.45,2,2,14.32,7,0,3,0.8064,322,19244.31,25.06,1
55,43199.17,5,11,34.53,7,3,5,0.3463,26,2371.36,5.49,0
54,64775.47,6,10,29.95,1,11,3,0.7233,193,14248.3,22.0,0
28,64924.79,9,3,19.09,6,6,6,0.7857,126,23098.08,35.58,0
53,22067.93,4,7,21.64,1,7,2,0.7413,347,13594.01,61.6,0
30,118621.63,2,1,30.3,5,5,2,0.4008,146,34985.78,29.49,1
60,71228.1,5,8,19.43,6,1,0,0.8942,309,14307.18,20.09,1
20,125994.28,3,7,11.18,3,0,4,0.6441,209,19209.02,15.25,2
50,129796.98,2,4,29.85,0,8,3,0.5682,214,8043.64,6.2,2
23,43619.2,1,5,21.13,5,5,5,0.6781,14,5494.41,12.6,0
67,103742.72,2,10,9.59,7,4,3,0.0903,190,22656.63,21.84,2
27,78758.04,6,1,20.17,5,1,1,0.4015,301,20683.72,26.26,2
22,133821.16,8,4,17.4,4,4,3,0.8431,337,350.99,0.26,2
40,44124.99,3,1,31.31,6,0,3,0.195,206,10110.4,22.91,1
27,106504.78,9,1,8.78,7,0,5,0.423,69,22596.57,21.22,1
61,97046.54,9,10,31.26,0,1,2,0.4147,355,28466.28,29.33,2
19,54865.7,2,1,20.37,1,2,6,0.3704,331,11070.43,20.18,2
30,33441.12,8,7,17.13,0,0,6,0.5561,325,22730.79,67.97,0
57,102971.37,5,7,9.86,3,0,5,0.9466,30,9430.98,9.16,1
19,114710.66,4,4,26.02,2,6,2,0.2803,161,24225.22,21.12,1
37,57609.69,5,2,32.8,5,4,2,0.6845,226,24488.59,42.51,0
18,102052.4,4,3,16.26,6,3,4,0.7322,297,4731.78,4.64,1
54,68342.67,8,8,12.25,6,3,0,0.576,144,23345.12,34.16,1
26,111282.93,4,8,21.65,0,18,3,0.1377,26,11808.14,10.61,0
34,41894.06,6,11,28.89,4,0,1,0.5651,159,6206.3,14.81,1
26,135179.03,2,11,5.11,7,0,3,0.9081,73,17612.57,13.03,1
28,53800.3,5,6,23.94,3,5,4,0.3579,46,15939.92,29.63,0
32,64651.11,6,10,22.9,2,0,3,0.6257,20,27130.84,41.97,0
41,22842.41,5,9,14.54,3,4,1,0.9135,284,3141.14,13.75,1
55,30054.15,2,11,18.54,6,4,2,0.7682,174,27683.41,92.11,0
52,84641.36,7,9,12.41,1,17,2,0.6695,139,3891.67,4.6,1
47,51125.01,4,4,28.7,2,10,2,0.924,204,7419.57,14.51,0
48,127789.83,8,1,24.04,7,14,1,0.2035,243,18152.7,14.21,2
66,16983.61,7,1,20.98,7,0,2,0.7455,117,16318.48,96.08,0
22,66177.7,7,10,16.78,6,10,1,0.4162,57,34612.29,52.3,0
61,60541.65,9,5,13.74,4,0,2,0.3744,142,20713.69,34.21,1
67,17609.23,1,2,29.68,2,5,1,0.5186,260,11594.76,65.84,0
31,31789.73,6,6,18.54,6,6,4,0.0804,120,31525.18,99.17,0
28,70841.76,6,7,20.04,4,0,0,0.3313,163,11065.08,15.62,2
26,81536.72,6,1,20.62,1,5,5,0.1996,305,9727.39,11.93,2
51,69579.12,6,6,18.45,4,0,1,0.1748,269,17404.14,25.01,2
29,86676.59,7,8,12.68,3,1,4,0.3536,312,31978.48,36.89,2
52,95342.78,6,5,8.61,0,12,3,0.772,104,24856.3,26.07,0
52,16339.72,1,7,7.96,3,0,1,0.231,126,23776.42,145.51,0
18,77652.85,3,10,27.72,7,0,4,0.5283,95,25467.49,32.8,0
57,145072.4,2,6,11.71,6,2,3,0.7238,35,23155.49,15.96,1
39,85069.36,6,4,6.67,6,9,1,0.2669,235,26640.91,31.32,2
46,106468.21,8,7,28.93,5,0,2,0.8818,144,6908.12,6.49,1
25,57101.62,3,10,9.62,3,2,1,0.8298,259,6368.59,11.15,2
28,119488.84,8,9,23.75,2,11,3,0.2761,36,12803.28,10.72,0
58,119344.4,8,10,15.16,7,0,3,0.9407,167,29813.4,24.98,2
54,85374.97,5,10,8.79,1,1,2,0.6523,161,25063.01,29.36,1
31,146761.87,8,7,17.43,7,7,4,0.3075,328,19913.27,13.57,2
47,31949.28,6,5,5.44,5,3,4,0.6629,122,876.77,2.74,0
52,17287.93,5,7,30.23,5,8,1,0.6496,196,8405.92,48.62,0
38,118971.36,9,3,20.4,5,0,2,0.5956,181,28162.29,23.67,2
54,123966.0,7,2,9.17,6,12,3,0.6905,10,8638.54,6.97,0
22,31227.98,8,11,12.11,0,13,3,0.2915,338,25614.1,82.02,0
36,50853.68,1,5,18.44,4,0,3,0.9311,17,6625.27,13.03,0
31,17369.57,2,4,10.67,2,0,2,0.8221,64,21301.59,122.64,0
43,54596.66,8,5,13.06,7,22,1,0.7212,326,22061.76,40.41,1
21,119374.15,9,8,21.03,6,3,2,0.0737,313,26368.42,22.09,2
42,84924.67,4,4,29.98,7,4,5,0.5813,304,15454.32,18.2,1
62,61992.91,9,9,17.06,1,4,6,0.6858,255,22217.08,35.84,1
59,65184.8,4,7,26.51,6,7,2,0.8187,344,17146.55,26.3,1
42,15182.74,9,10,31.3,0,8,4,0.9015,98,33167.36,218.45,0
35,55473.07,7,7,11.49,7,1,4,0.8743,324,18361.45,33.1,1
57,102271.93,2,8,29.22,6,1,1,0.4154,116,7494.01,7.33,1
25,146516.25,9,6,27.72,6,10,5,0.8569,311,23442.66,16.0,1
56,129353.21,4,8,15.71,3,8,4,0.0507,300,19286.66,14.91,2
57,18185.32,8,3,34.69,1,4,0,0.3663,341,28173.27,154.92,0
31,136305.68,7,10,12.88,5,26,3,0.1525,22,6356.52,4.66,1
49,120731.79,7,10,12.64,1,6,6,0.8448,225,9280.7,7.69,1
68,120350.78,8,1,28.17,1,1,0,0.8852,304,32272.69,26.82,2
55,76829.43,1,6,18.04,3,9,4,0.2804,310,32564.91,42.39,1
50,68730.71,5,1,14.92,4,2,1,0.3806,10,15590.54,22.68,1
40,55893.62,2,9,10.36,6,0,3,0.9355,134,1861.74,3.33,1
32,23868.81,2,2,27.96,2,1,2,0.5595,328,10868.12,45.53,1
50,45811.77,1,11,28.59,5,7,0,0.4974,117,8799.87,19.21,1
42,48291.49,5,2,22.0,7,16,5,0.5004,29,14630.75,30.3,0
34,80350.4,2,7,33.72,4,1,2,0.6766,34,11259.46,14.01,0
50,115904.99,4,2,14.54,0,1,4,0.9091,137,29048.93,25.06,1
64,78964.33,3,10,11.59,6,4,2,0.38,49,305.65,0.39,1
19,22809.0,3,8,25.32,5,8,4,0.2054,326,22633.19,99.23,0
31,144301.62,2,6,27.75,2,6,3,0.2165,212,23316.6,16.16,2
57,142267.78,6,7,11.75,6,4,4,0.0683,221,23189.8,16.3,2
57,121000.59,2,7,7.3,0,4,1,0.5499,249,18316.69,15.14,2
68,148829.27,8,6,29.32,3,1,0,0.8862,36,21466.42,14.42,2
56,88505.11,8,10,34.3,4,2,8,0.6918,271,28405.2,32.09,0
68,144973.73,5,11,24.34,6,1,3,0.9437,16,27490.05,18.96,0
23,25206.68,7,9,13.34,5,10,3,0.8686,87,1404.96,5.57,0
23,64366.9,4,9,34.9,1,0,4,0.4927,161,1259.19,1.96,1
20,45426.47,1,7,31.8,7,5,2,0.4879,171,29395.28,64.71,0
24,41437.47,2,9,20.4,7,1,2,0.6155,213,20200.59,48.75,0
68,34008.4,4,10,29.76,7,3,3,0.1498,29,33518.47,98.56,0
25,99025.84,1,3,29.47,2,1,1,0.5969,300,15219.39,15.37,2
59,120478.45,8,3,33.04,6,1,3,0.4677,184,6350.62,5.27,2
69,93070.28,9,1,30.23,7,1,5,0.6285,337,16668.57,17.91,2
32,34839.97,4,5,24.31,5,6,4,0.5587,55,15391.74,44.18,0
64,124501.71,3,4,23.28,1,2,8,0.3294,12,18197.77,14.62,0
46,100853.89,2,2,19.02,5,6,4,0.597,105,28316.56,28.08,1
50,67402.37,5,9,23.79,6,3,3,0.3794,86,23014.32,34.14,0
69,106007.59,3,3,28.86,0,3,1,0.2252,246,6647.58,6.27,2
47,50087.17,7,8,34.07,1,3,2,0.6576,329,25759.81,51.43,1
56,61600.95,6,6,19.02,1,18,5,0.3257,186,20797.99,33.76,0
44,138860.59,1,5,22.21,5,2,2,0.8501,298,20325.21,14.64,1
53,54218.11,8,1,18.34,3,1,6,0.2294,88,23803.34,43.9,0
46,78448.42,2,4,25.05,6,12,3,0.5901,59,19826.0,25.27,0
55,135169.05,5,3,23.9,7,0,5,0.5644,95,16121.48,11.93,0
50,110542.38,9,1,5.54,3,8,2,0.228,208,22485.23,20.34,2
54,23397.44,8,5,21.23,4,0,2,0.4459,36,25385.7,108.5,0
44,34885.91,2,6,7.65,7,5,5,0.658,198,8056.69,23.09,0
50,16058.61,9,2,5.79,0,0,5,0.3367,105,17497.34,108.96,0
21,100174.44,5,3,28.74,3,12,4,0.1524,354,16144.4,16.12,2
39,75435.91,6,11,12.76,5,4,4,0.6037,94,1588.63,2.11,1
19,33127.1,3,6,15.22,6,1,0,0.2517,128,29238.47,88.26,0
27,144321.11,3,4,6.92,3,0,3,0.6633,52,13332.89,9.24,1
22,86504.06,8,9,10.39,4,2,4,0.8055,151,2729.59,3.16,1
27,47655.59,2,5,27.97,2,6,4,0.161,8,16134.89,33.86,0
50,82581.48,2,4,19.81,4,2,4,0.4438,23,5819.53,7.05,1
55,106748.74,5,2,31.42,1,1,4,0.4504,319,24713.62,23.15,2
30,25292.29,6,6,16.92,7,4,0,0.6193,332,20097.65,79.46,0
48,52085.02,2,10,13.06,6,2,6,0.351,86,9599.96,18.43,1
64,123940.34,5,2,15.43,1,0,4,0.4267,158,33276.49,26.85,2
53,77054.76,7,7,26.38,3,0,1,0.0608,313,10352.74,13.44,2
62,88787.91,8,3,21.65,3,6,2,0.1602,304,19513.89,21.98,2
41,73430.16,7,9,32.13,4,18,2,0.5629,72,28094.56,38.26,0
69,20926.49,8,11,23.07,4,1,1,0.2443,94,18083.45,86.41,0
32,37376.22,9,5,19.79,5,7,3,0.1801,140,33637.78,90.0,0
46,75148.12,5,8,28.57,0,0,5,0.342,207,29566.14,39.34,1
25,43240.04,5,11,33.43,5,2,3,0.1972,184,32251.46,74.59,0
22,21747.17,4,6,15.68,1,3,5,0.1037,344,13170.05,60.56,1
46,128892.7,9,10,12.5,5,1,0,0.3055,84,19282.77,14.96,2
64,147460.99,5,8,23.49,4,3,6,0.1979,90,29437.79,19.96,1
21,122074.29,2,11,19.97,6,10,2,0.7695,26,31641.8,25.92,0
29,130260.96,8,3,34.68,5,14,4,0.1064,170,33063.85,25.38,0
62,47666.91,7,3,18.87,2,0,3,0.7227,33,30794.49,64.6,0
19,144684.64,8,5,7.23,7,1,1,0.3945,242,25630.27,17.71,2
44,41584.97,3,11,34.32,0,19,2,0.6578,293,1042.68,2.51,1
48,143443.02,4,10,30.31,4,1,4,0.0974,190,11160.38,7.78,2
68,149300.6,5,3,10.35,6,5,4,0.8786,315,4686.98,3.14,2
68,111082.58,6,8,32.14,3,1,4,0.7406,160,5585.6,5.03,1
53,147454.4,1,10,15.22,7,2,7,0.1761,128,10323.57,7.0,2
53,91887.87,4,8,16.31,5,1,6,0.2469,92,2800.97,3.05,2
43,50038.14,5,2,32.19,4,9,1,0.6296,207,8657.51,17.3,1
60,73994.44,7,4,20.9,3,10,6,0.8794,45,33502.86,45.28,0
44,95130.73,5,10,9.13,3,1,2,0.4512,174,11055.64,11.62,2
22,24866.01,1,1,16.07,1,8,4,0.4871,75,5758.01,23.16,0
37,99016.34,7,4,26.66,1,2,6,0.264,285,25196.85,25.45,1
28,147459.01,8,11,10.23,6,0,2,0.3947,335,29031.98,19.69,2
27,40664.53,7,4,22.71,4,7,1,0.3074,359,11128.52,27.37,2
57,122000.34,4,10,25.86,7,4,4,0.3655,333,9891.71,8.11,2
55,137566.34,8,9,15.32,6,1,3,0.0685,32,8613.23,6.26,2
23,142399.72,5,3,25.82,4,1,2,0.087,350,13885.49,9.75,2
25,144618.31,9,2,31.53,2,18,2,0.6626,136,3235.67,2.24,0
40,85397.05,5,9,19.16,0,9,6,0.6636,282,23485.7,27.5,1
64,146936.57,1,9,16.49,0,8,3,0.3472,300,28813.48,19.61,2
43,117236.88,9,1,12.53,7,0,4,0.8469,293,23296.14,19.87,2
63,36825.64,5,6,23.13,4,7,3,0.2895,259,14857.75,40.35,1
60,79381.51,6,10,31.4,1,1,4,0.4062,90,10255.89,12.92,0
29,111974.71,4,8,14.74,7,18,5,0.7082,14,14448.73,12.9,0
43,48390.94,6,3,16.89,5,0,2,0.7192,55,14949.54,30.89,0
30,101483.05,8,11,17.2,6,2,3,0.825,6,23377.52,23.04,0
57,104991.06,3,9,21.82,2,2,2,0.0762,9,32496.5,30.95,1
35,36964.47,5,2,11.85,0,8,3,0.2154,9,2656.41,7.19,1
42,91286.52,2,6,29.67,4,7,3,0.6265,95,33376.71,36.56,0
50,119169.63,2,1,13.87,1,2,3,0.3544,167,31875.0,26.75,2
64,82350.91,7,7,26.16,1,4,2,0.0892,160,4297.08,5.22,1
57,16633.92,6,3,20.4,1,9,4,0.5778,20,6588.76,39.61,0
60,16220.19,4,7,22.58,6,0,2,0.4038,37,11043.53,68.09,0
29,63198.96,5,4,10.39,5,8,5,0.3777,68,19676.38,31.13,0
61,140036.2,1,9,27.05,3,14,3,0.2879,113,4879.77,3.48,1
53,45871.37,7,5,10.66,7,0,1,0.0554,19,7171.66,15.63,2
65,100639.1,8,3,8.4,6,0,3,0.2141,28,31613.1,31.41,1
21,44980.24,9,8,21.4,5,2,1,0.4768,116,4003.66,8.9,1
22,58425.45,8,6,26.28,1,0,3,0.2982,326,14080.96,24.1,2
54,129485.68,5,2,6.5,4,3,2,0.8369,165,26752.46,20.66,2
25,113396.29,3,3,7.08,7,6,2,0.1787,46,31122.69,27.45,1
59,27878.9,9,8,29.08,2,4,4,0.8378,287,11894.28,42.66,0
66,72874.77,6,10,29.27,5,1,0,0.4143,309,5922.43,8.13,2
45,18937.92,5,7,12.36,4,5,1,0.2983,149,25848.01,136.49,0
48,79920.17,3,10,23.46,6,5,6,0.3239,293,27085.01,33.89,2
26,104428.59,6,6,18.3,6,13,3,0.3471,158,34305.16,32.85,1
68,30997.85,3,1,23.98,7,0,2,0.5059,87,5056.06,16.31,1
46,53999.47,6,9,30.89,1,5,3,0.3685,231,24887.85,46.09,0
31,68707.94,4,3,7.4,2,12,2,0.6325,157,14721.78,21.43,0
57,139136.69,2,5,28.34,0,3,4,0.4327,264,32029.1,23.02,2
58,149089.43,8,7,19.79,0,2,0,0.6545,323,14392.51,9.65,2
39,21063.03,4,7,21.92,6,0,1,0.594,84,15719.42,74.63,0
28,117736.07,9,3,24.62,4,10,5,0.27,200,4612.52,3.92,2
40,65182.75,7,4,32.68,2,2,2,0.7815,228,11368.6,17.44,0
18,67981.86,2,10,6.7,4,12,6,0.7691,271,14149.25,20.81,1
63,116825.77,4,7,5.88,2,9,4,0.9401,235,809.3,0.69,1
54,138987.57,5,8,10.35,2,2,3,0.2075,155,15427.59,11.1,2
38,143375.36,3,2,34.59,6,4,4,0.8131,141,11903.89,8.3,0
43,92911.55,9,9,26.45,4,0,1,0.8348,128,28173.62,30.32,0
63,63211.36,5,7,23.44,6,1,6,0.6279,115,3927.52,6.21,0
53,121319.13,2,8,6.41,7,6,5,0.5057,148,26655.35,21.97,1
40,48885.19,3,6,31.37,2,5,5,0.9115,75,25047.6,51.24,0
18,91149.99,9,6,29.38,5,2,4,0.9254,59,8614.03,9.45,0
68,63408.09,7,9,24.94,1,8,2,0.6275,337,3097.85,4.89,2
57,103645.19,2,4,15.17,7,1,6,0.3736,45,29495.8,28.46,0
32,47453.85,9,11,7.12,2,3,4,0.7854,202,8880.17,18.71,1
38,40865.05,4,11,22.4,5,3,2,0.1303,32,5265.49,12.89,1
64,138962.28,9,5,26.59,2,2,6,0.3115,335,12694.47,9.14,2
26,28743.5,2,9,7.83,5,15,2,0.937,304,14150.72,49.23,0
26,83304.32,4,1,24.01,4,5,4,0.7829,185,11547.86,13.86,0
27,44815.13,5,4,13.59,0,3,5,0.8956,51,34181.54,76.27,0
69,20255.55,2,7,27.93,3,3,1,0.5853,147,30852.56,152.32,0
43,19862.54,1,11,21.19,7,0,2,0.4169,325,30579.55,153.96,0
58,38654.94,7,9,8.87,2,2,0,0.9317,103,14077.11,36.42,0
52,132014.0,1,11,20.8,3,5,4,0.3285,131,33707.86,25.53,1
69,53134.63,8,10,16.87,2,12,0,0.7317,63,24003.73,45.18,0
42,143311.99,3,6,10.41,4,8,2,0.5524,182,29153.41,20.34,2
43,93519.01,6,8,30.25,4,1,1,0.2557,212,17630.45,18.85,2
28,73942.92,7,9,5.33,5,2,4,0.0657,290,5789.48,7.83,2
55,93311.99,1,10,14.36,2,0,0,0.3954,159,31063.62,33.29,1
19,84754.28,6,4,5.38,4,0,3,0.5429,32,17127.65,20.21,1
24,117434.79,7,1,7.88,4,3,1,0.2149,328,33905.71,28.87,2
35,53136.97,6,8,13.91,2,3,1,0.4231,168,9069.16,17.07,1
44,62661.8,4,2,6.63,5,1,2,0.6037,255,34734.79,55.43,1
51,135702.73,1,11,22.9,5,5,1,0.6934,193,7940.38,5.85,2
44,142771.63,9,1,7.61,5,6,1,0.0975,339,13012.2,9.11,2
34,135495.36,4,7,26.05,5,1,3,0.6478,95,20871.77,15.4,1
60,71625.48,7,10,6.58,0,7,3,0.101,136,24327.64,33.97,1
61,120349.34,7,9,6.78,2,1,7,0.0754,303,25265.82,20.99,2
68,79305.32,2,11,14.16,6,3,2,0.1872,18,16773.58,21.15,1
41,82167.88,1,9,31.9,0,8,5,0.6383,34,2873.58,3.5,0
42,42631.81,8,3,24.24,4,3,3,0.0975,270,17462.48,40.96,1
24,94802.59,8,6,28.1,0,11,1,0.0688,37,11847.14,12.5,1
69,40128.35,7,7,9.25,7,0,1,0.1562,155,23086.42,57.53,1
23,59761.23,8,10,30.02,6,4,1,0.9047,91,6543.19,10.95,0
41,130429.08,3,9,5.24,6,4,3,0.8665,63,13908.15,10.66,1
50,42955.23,2,2,11.39,6,5,4,0.1278,62,33820.95,78.74,0
66,24606.37,7,8,23.48,5,8,5,0.3236,30,3292.59,13.38,0
46,24316.03,8,7,16.26,4,6,1,0.9026,195,21161.23,87.03,0
60,142005.91,1,4,34.53,0,7,5,0.1379,81,3354.56,2.36,1
39,83434.26,9,2,5.91,0,1,4,0.1351,344,5663.45,6.79,2
43,70270.63,4,8,34.96,7,2,3,0.1274,230,21251.72,30.24,1
45,124468.61,4,11,23.71,2,4,4,0.9288,188,15651.04,12.57,0
67,127836.5,3,5,21.76,0,4,3,0.7188,159,19287.77,15.09,1
38,59845.79,6,6,6.79,7,16,3,0.243,274,30819.55,51.5,1
66,108638.44,1,11,13.2,4,1,6,0.0914,283,28639.96,26.36,2
24,119101.58,6,7,32.74,5,2,2,0.9187,345,31101.75,26.11,1
34,103377.84,2,10,15.63,2,4,4,0.4329,28,21645.67,20.94,0
37,35465.34,9,1,24.85,7,10,6,0.5885,19,17239.58,48.61,0
58,133244.22,2,8,34.98,0,13,5,0.3013,99,16180.08,12.14,0
66,87777.76,7,4,12.89,2,2,1,0.7325,348,25945.34,29.56,2
37,53133.78,1,9,22.28,3,0,4,0.2271,57,18341.24,34.52,0
39,72405.81,7,1,25.89,2,2,4,0.7582,344,3880.75,5.36,2
45,20072.1,5,11,9.94,6,2,1,0.2575,46,5139.48,25.61,0
57,32262.02,8,2,9.46,5,21,2,0.1381,169,12626.48,39.14,1
66,118348.81,4,6,18.69,6,2,1,0.4809,11,2560.25,2.16,1
24,15001.57,7,11,16.57,3,1,1,0.7819,143,8525.25,56.83,0
18,71236.39,6,10,26.43,6,2,0,0.3964,104,23042.75,32.35,1
49,85538.87,5,11,7.09,3,2,2,0.076,346,632.57,0.74,2
30,22375.65,4,1,34.16,2,8,3,0.548,229,21222.43,94.85,0
47,146365.55,7,4,5.43,4,0,1,0.6624,321,27078.02,18.5,2
40,45526.92,5,8,23.04,5,1,5,0.7166,35,6121.35,13.45,0
68,56066.83,5,10,21.88,4,16,4,0.4117,230,6497.71,11.59,0
36,56032.24,1,5,9.04,5,0,2,0.1373,331,1204.2,2.15,2
49,46106.25,2,9,9.53,7,6,4,0.5759,266,18033.26,39.11,1
47,15198.97,5,11,28.78,5,2,4,0.3466,252,22979.65,151.19,0
46,113461.55,3,11,31.63,6,4,5,0.9022,84,16100.45,14.19,0
66,145524.14,2,6,13.49,6,0,4,0.5024,190,13752.82,9.45,2
62,45279.62,4,1,18.14,4,1,3,0.475,304,16013.57,35.37,2
46,104511.37,4,6,15.65,1,3,2,0.3283,185,27397.18,26.21,2
47,115156.0,4,6,7.18,7,1,3,0.3549,82,1366.3,1.19,2
33,129537.43,4,6,25.2,3,3,2,0.5115,267,27476.89,21.21,2
57,72054.94,3,8,29.76,6,1,3,0.326,234,23388.71,32.46,1
36,55895.67,7,6,14.15,7,5,2,0.8531,7,8601.64,15.39,0
35,58914.84,9,5,34.71,6,11,3,0.4451,22,18460.94,31.33,0
18,111203.88,5,11,7.28,6,0,2,0.3128,349,1915.32,1.72,2
31,125265.23,4,2,24.85,2,1,3,0.1899,17,13409.69,10.71,1
68,39517.89,2,4,18.45,4,9,4,0.6551,187,6256.68,15.83,0
64,65077.04,2,10,18.4,4,4,2,0.0732,339,976.05,1.5,2
67,136761.93,5,5,18.73,6,0,3,0.455,12,12626.71,9.23,1
19,123903.63,7,10,12.76,2,3,0,0.5451,251,25468.71,20.56,2
45,147955.88,9,4,26.47,6,1,2,0.3558,162,32251.56,21.8,2
66,116823.52,7,2,26.65,3,1,4,0.7248,179,23246.77,19.9,1
67,68081.35,5,7,13.47,2,14,5,0.6581,334,14188.56,20.84,1
47,94736.11,6,10,30.06,6,7,3,0.9243,339,34982.46,36.93,0
55,104236.92,3,10,14.51,5,5,4,0.5079,186,10046.43,9.64,1
68,25591.54,5,2,26.75,1,1,2,0.534,286,6712.17,26.23,1
21,88507.09,8,1,8.63,5,0,4,0.2713,314,16336.14,18.46,2
18,110758.31,1,5,10.06,1,10,2,0.3969,242,17770.92,16.04,1
25,37588.38,1,1,14.47,2,0,2,0.0742,162,12547.85,33.38,1
46,120385.28,7,1,22.82,5,2,2,0.6703,256,24403.37,20.27,2
56,93809.33,5,1,24.37,3,1,2,0.3305,226,6598.48,7.03,2
20,143549.94,5,6,16.89,7,4,3,0.5363,343,17959.82,12.51,2
49,20727.01,1,9,7.34,5,1,2,0.2795,228,17604.42,84.93,1
27,50819.03,9,10,16.21,4,1,3,0.6089,216,28867.77,56.81,1
27,96209.77,1,11,25.66,7,9,0,0.4528,342,32458.49,33.74,1
36,55035.59,5,1,25.13,7,4,6,0.4837,139,23281.65,42.3,0
63,111447.26,9,5,9.81,1,0,6,0.8983,337,10826.93,9.71,2
51,117465.71,4,9,5.23,1,6,0,0.6855,264,24198.46,20.6,2
50,28839.66,8,9,27.59,6,1,4,0.2857,40,8947.72,31.03,0
40,84370.35,6,1,8.19,3,2,3,0.5035,188,33835.74,40.1,1
45,83700.23,3,8,7.47,1,5,5,0.47,308,28818.2,34.43,2
49,64852.9,4,1,5.08,1,1,1,0.7655,166,15205.42,23.45,2
67,140944.86,2,8,17.98,6,2,1,0.8,98,27495.15,19.51,1
24,126713.35,1,1,20.1,3,6,4,0.3051,202,14421.22,11.38,2
46,109123.27,8,5,24.13,5,13,6,0.789,320,2796.43,2.56,1
25,111434.1,1,8,13.88,2,3,2,0.2116,211,24795.56,22.25,2
18,77331.68,1,6,26.31,5,0,3,0.7365,357,14280.56,18.47,1
20,139334.26,4,9,10.08,4,2,1,0.2739,23,32575.13,23.38,2
41,108770.38,6,1,29.96,4,2,4,0.3181,239,10868.33,9.99,2
40,113412.44,9,9,22.16,1,2,3,0.8172,338,29547.98,26.05,1
25,131328.27,1,1,22.52,7,2,4,0.4281,71,23879.24,18.18,0
64,51999.66,7,10,11.29,4,5,1,0.9415,249,29895.7,57.49,0
54,123954.57,5,10,7.22,2,0,4,0.1867,281,10357.49,8.36,2
20,41357.48,8,3,18.94,1,1,3,0.467,204,16254.82,39.3,1
68,61621.16,7,1,23.47,6,3,4,0.7092,23,28844.89,46.81,0
50,60307.41,4,3,7.85,4,1,2,0.0548,77,22604.89,37.48,1
45,147100.94,4,11,33.52,7,23,2,0.1867,160,12725.28,8.65,1
64,130632.53,6,2,34.41,6,2,1,0.0683,175,18017.45,13.79,2
25,109657.93,6,2,21.36,0,10,1,0.9436,327,34864.21,31.79,1
51,113152.66,9,9,33.5,0,11,2,0.7346,287,26016.31,22.99,1
52,90879.83,5,8,10.38,0,9,2,0.3862,156,21585.39,23.75,1
49,142857.24,8,1,5.76,6,0,2,0.1907,266,29011.32,20.31,2
41,81994.93,5,4,6.18,0,14,5,0.1313,85,15582.66,19.0,1
31,66369.89,2,1,22.63,5,0,2,0.5287,111,33262.23,50.12,0
49,37009.77,6,1,6.85,0,0,4,0.9283,16,19410.34,52.45,0
63,121137.76,9,4,33.76,1,2,4,0.6571,213,11575.15,9.56,2
60,114149.93,3,2,9.26,3,1,1,0.3786,135,3193.5,2.8,2
33,66887.93,1,3,14.14,5,1,3,0.5008,176,13274.19,19.85,1
21,18401.11,1,11,29.68,7,1,2,0.949,38,19988.62,108.63,0
